CODE;MATSTA;STAGE;ENGBLK;ENGREL;MRPCTRL;SMAD;SMADPER;PMAD;PMADPER;CUSTCLASS;LAG;FWSHIP;VS;COALESCE(D.YOURREF,'')
1914477/2000;RNP1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-09-04;;2026-09-18;;Public;13;ENG;Commercial;10 Weeks
1914477/3000;RNP1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-09-04;;2026-09-18;;Public;13;ENG;Commercial;10 Weeks
1914477/4000;P1P1P1;Charges;;;C35. Daligault, Gildas;;;;;Public;13;CHARGES;Commercial;10 Weeks
1914477/5000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;13;ENG;Commercial;10 Weeks
1914507/1000;P1P1SP;Engineering;ENGR;;C02. Jacquelin, Estelle;2026-07-24;;2026-08-07;;Public;4;ENG;Aftermarket;8 Weeks
1914536/1000;P1P1SP;;;2026-06-19;C24. Bazin, Sandrine;2026-08-11;;2026-08-25;;Assoco;6;26W36;Aftermarket;SDR WF#73467
1914538/1000;RNP1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-08-03;;2026-08-17;;Public;6;ENG;Commercial;8 Weeks
1914538/2000;RNP1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-08-03;;2026-08-17;;Public;6;ENG;Commercial;8 Weeks
1914538/3000;RNP1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-08-03;;2026-08-17;;Public;6;ENG;Commercial;8 Weeks
1914538/4000;RNP1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-08-03;;2026-08-17;;Public;6;ENG;Commercial;8 Weeks
1914538/5000;RNP1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-08-03;;2026-08-17;;Public;6;ENG;Commercial;8 Weeks
1914588/1000;RNP1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-11-09;;2026-11-24;;Public;4;> Q3 2026;Commercial;SDR WF#71297
1914588/2000;RNP1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-11-09;;2026-11-24;;Public;4;> Q3 2026;Commercial;SDR WF#71297
1914614/1000;RNP1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-11-17;;2026-12-01;;Public;4;> Q3 2026;Commercial;24Weeks
1914614/2000;RNP1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-11-17;;2026-12-01;;Public;4;> Q3 2026;Commercial;24Weeks
1914614/3000;RNP1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-11-17;;2026-12-01;;Public;4;> Q3 2026;Commercial;24Weeks
1914894/1000;P1P1SP;;;2026-06-19;C26. Bazin, Sandrine;2026-08-27;;2026-09-10;;Public;4;26W37;Commercial;SDR WF#69583
1914894/2000;P1P1SP;;;2026-06-19;C26. Bazin, Sandrine;2026-08-27;;2026-09-10;;Public;4;26W37;Commercial;SDR WF#69583
1914894/3000;P1P1SP;;;2026-06-19;C26. Bazin, Sandrine;2026-08-27;;2026-09-10;;Public;4;26W37;Commercial;SDR WF#69583
1914894/4000;P1P1SP;;;2026-06-19;C26. Bazin, Sandrine;2026-08-27;;2026-09-10;;Public;4;26W37;Commercial;SDR WF#69583
1914898/1000;P1P1P1;Purchase Confirmed;;;C10. Jacquelin, Estelle;2026-09-01;;2026-09-15;;Public;4;26W38;Aftermarket;SDR WF#52323
1914898/2000;P1P1P1;Purchase Confirmed;;;C10. Jacquelin, Estelle;2026-09-01;;2026-09-15;;Public;4;26W38;Aftermarket;SDR WF#52323
1914976/1000;P1P1SP;Engineering;ENGR;;C26. Bazin, Sandrine;2026-08-31;;2026-09-14;;Public;4;ENG;Commercial;SDR WF#69583
1914976/2000;P1P1SP;Engineering;ENGR;;C26. Bazin, Sandrine;2026-08-31;;2026-09-14;;Public;4;ENG;Commercial;SDR WF#69583
1914976/3000;P1P1SP;Engineering;ENGR;;C26. Bazin, Sandrine;2026-08-31;;2026-09-14;;Public;4;ENG;Commercial;SDR WF#69583
1914976/4000;P1P1SP;Engineering;ENGR;;C26. Bazin, Sandrine;2026-08-31;;2026-09-14;;Public;4;ENG;Commercial;SDR WF#69583
1914978/1000;P1P1P1;Purchase Confirmed;;2026-06-16;C02. Jacquelin, Estelle;2026-07-31;;2026-09-04;;Public;4;26W37;Commercial;SDR WF#74411
1915009/1000;P1P1SP;Engineering;ENGR;;C26. Bazin, Sandrine;2026-09-17;;2026-11-26;;Public;4;> Q3 2026;Commercial;SDR WF#69583
1915009/2000;P1P1SP;Engineering;ENGR;;C26. Bazin, Sandrine;2026-09-17;;2026-11-26;;Public;4;> Q3 2026;Commercial;SDR WF#69583
1915009/3000;P1P1SP;Engineering;ENGR;;C26. Bazin, Sandrine;2026-09-17;;2026-11-26;;Public;4;> Q3 2026;Commercial;SDR WF#69583
1915009/4000;P1P1SP;Engineering;ENGR;;C26. Bazin, Sandrine;2026-09-17;;2026-11-26;;Public;4;> Q3 2026;Commercial;SDR WF#69583
1915028/1000;P1P1P1;Charges;;;C35. Daligault, Gildas;;;;;Public;6;> Q3 2026;Commercial;SDR WF#72057
1915028/2000;P1P1P1;Charges;;;C35. Daligault, Gildas;;;;;Public;6;> Q3 2026;Commercial;SDR WF#72057
1915028/3000;P1P1P1;Charges;;;C35. Daligault, Gildas;;;;;Public;6;> Q3 2026;Commercial;SDR WF#72057
1915028/4000;RNP1RN;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;6;> Q3 2026;Commercial;SDR WF#72057
1915028/5000;P1P1P1;Charges;;;C35. Daligault, Gildas;;;;;Public;6;> Q3 2026;Commercial;SDR WF#72057
1915028/6000;P1P1P1;Charges;;;C35. Daligault, Gildas;;;;;Public;6;> Q3 2026;Commercial;SDR WF#72057
1915040/1000;RNP1RN;Engineering;ENGR;;C26. Bazin, Sandrine;2026-09-24;;2026-11-26;;Public;4;> Q3 2026;Commercial;SDR WF#69583
1915040/2000;RNP1RN;Engineering;ENGR;;C26. Bazin, Sandrine;2026-09-24;;2026-11-26;;Public;4;> Q3 2026;Commercial;SDR WF#69583
1915040/3000;RNP1RN;Engineering;ENGR;;C26. Bazin, Sandrine;2026-09-24;;2026-11-26;;Public;4;> Q3 2026;Commercial;SDR WF#69583
1915040/4000;RNP1RN;Engineering;ENGR;;C26. Bazin, Sandrine;2026-09-24;;2026-11-26;;Public;4;> Q3 2026;Commercial;SDR WF#69583
1915089/1000;P1P1SP;;;2026-06-19;C02. Jacquelin, Estelle;2026-07-20;;2026-08-04;;Public;4;26W32;Aftermarket;SDR WF#73971
1915089/2000;P1P1SP;;;2026-06-19;C02. Jacquelin, Estelle;2026-07-20;;2026-08-04;;Public;4;26W32;Aftermarket;SDR WF#73971
1915089/3000;P1P1SP;;;2026-06-19;C02. Jacquelin, Estelle;2026-07-20;;2026-08-04;;Public;4;26W32;Aftermarket;SDR WF#73971
1915089/4000;P1P1SP;;;2026-06-19;C02. Jacquelin, Estelle;2026-07-20;;2026-08-04;;Public;4;26W32;Aftermarket;SDR WF#73971
1915089/5000;P1P1SP;;;2026-06-19;C02. Jacquelin, Estelle;2026-07-20;;2026-08-04;;Public;4;26W32;Aftermarket;SDR WF#73971
1915089/6000;P1P1SP;;;2026-06-19;C02. Jacquelin, Estelle;2026-07-20;;2026-08-04;;Public;4;26W32;Aftermarket;SDR WF#73971
1915089/7000;P1P1SP;;;2026-06-19;C02. Jacquelin, Estelle;2026-07-20;;2026-08-04;;Public;4;26W32;Aftermarket;SDR WF#73971
1915089/8000;P1P1SP;;;2026-06-19;C02. Jacquelin, Estelle;2026-07-20;;2026-08-04;;Public;4;26W32;Aftermarket;SDR WF#73971
1915120/1000;P1P1P1;Purchase Confirmed;;;C35. Daligault, Gildas;2026-06-26;;2026-06-26;;Public;6;26W27;Aftermarket;PDRN
1915133/1000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-08-07;;2026-08-21;;Assoco;6;26W35;Commercial;
1915272/1000;P1P1P1;Purchase Confirmed;;2026-06-15;C10. Jacquelin, Estelle;2026-08-31;;2026-09-15;;Public;4;26W38;Aftermarket;SDR WF#52323
1915289/1000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/2000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/3000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/4000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/5000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/6000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/7000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/8000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/9000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/10000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/11000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/12000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/13000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/14000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/15000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/16000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/17000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/18000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/19000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/20000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/21000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/22000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/23000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/24000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/25000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/26000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/27000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915289/28000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Commercial;43 Weeks
1915297/1000;RNP1RN;Engineering;ENGR;;C25. Bazin, Sandrine;2026-08-14;;2026-09-14;;Public;4;ENG;Aftermarket;12 Weeks
1915331/1000;RNP1RN;Engineering;ENGR;;C14. Masse, Mickael;2026-09-11;;2026-10-02;;Public;4;> Q3 2026;Aftermarket;12 Weeks
1915331/2000;RNP1RN;Engineering;ENGR;;C13. Masse, Mickael;2026-09-11;;2026-10-02;;Public;4;> Q3 2026;Aftermarket;12 Weeks
1915377/2000;P1P1P1;Purchase Requisition;;;C35. Daligault, Gildas;2026-06-26;;2026-07-03;;Public;4;26W39;Aftermarket;
1915383/1000;P1P1P1;Purchase Requisition;;;C35. Daligault, Gildas;2026-08-21;;2026-10-02;;Public;4;> Q3 2026;Aftermarket;
1915383/2000;P1P1P1;Purchase Confirmed;;;C35. Daligault, Gildas;2026-07-31;;2026-08-28;;Public;4;> Q3 2026;Aftermarket;
1915383/3000;P1P1P1;Production Released;;;C08. Machining;2026-07-31;;2026-08-28;;Public;4;> Q3 2026;Aftermarket;
1915383/4000;P1P1P1;Production Released;;;C08. Machining;2026-07-31;;2026-08-28;;Public;4;> Q3 2026;Aftermarket;
1915383/5000;P1P1SP;Production Planned;;;C08. Machining;2026-08-28;;2027-07-08;;Public;4;> Q3 2026;Aftermarket;
1915404/1000;RNP1RN;Engineering;ENGR;;C24. Bazin, Sandrine;2026-08-21;;2026-09-18;;Public;4;ENG;Aftermarket;12 Weeks
1915459/1000;P1P1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-08-24;;2026-09-09;;Public;4;ENG;Nuclear;14Weeks
1915459/2000;P1P1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-08-24;;2026-09-09;;Public;4;ENG;Nuclear;14Weeks
1915459/3000;P1P1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-08-24;;2026-09-09;;Public;4;ENG;Nuclear;14Weeks
1915459/4000;P1P1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-08-24;;2026-09-09;;Public;4;ENG;Nuclear;14Weeks
1915459/5000;P1P1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-08-24;;2026-09-09;;Public;4;ENG;Nuclear;14Weeks
1915459/6000;P1P1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-08-24;;2026-09-09;;Public;4;ENG;Nuclear;14Weeks
1915743/1000;RNP1RN;Engineering;ENGR;;C22. Masse, Mickael;;;;;Public;13;> Q3 2026;Commercial;31 Weeks
1915743/2000;RNP1RN;Engineering;ENGR;;C22. Masse, Mickael;;;;;Public;13;> Q3 2026;Commercial;31 Weeks
1915743/3000;RNP1RN;Engineering;ENGR;;C18. Masse, Mickael;;;;;Public;13;> Q3 2026;Commercial;31 Weeks
1915743/4000;P1P1P1;Charges;;;C35. Daligault, Gildas;;;;;Public;13;> Q3 2026;Commercial;31 Weeks
1915743/5000;P1P1P1;Charges;;;C92. Daligault, Gildas;;;;;Public;13;> Q3 2026;Commercial;31 Weeks
1915753/1000;P1P1P1;Purchase Requisition;;;C35. Daligault, Gildas;2026-07-13;;2026-07-13;;Public;6;WARRANTY;Warranty;
1915753/2000;P1P1P1;Purchase Requisition;;;C35. Daligault, Gildas;2026-07-13;;2026-07-13;;Public;6;WARRANTY;Warranty;
1915753/3000;P1P1P1;Available in Stock;;;C35. Daligault, Gildas;2026-07-13;;2026-07-13;;Public;6;WARRANTY;Warranty;
1915753/4000;P1P1P1;Available in Stock;;;C35. Daligault, Gildas;2026-07-13;;2026-07-13;;Public;6;WARRANTY;Warranty;
1915753/5000;P1P1P1;Available in Stock;;;C35. Daligault, Gildas;2026-07-13;;2026-07-13;;Public;6;WARRANTY;Warranty;
1915753/6000;P1P1P1;Production Planned;;;C92. Daligault, Gildas;2026-07-13;;2026-07-13;;Public;6;WARRANTY;Warranty;
1915797/1000;P1P1P1;Production Released;;;C02. Jacquelin, Estelle;2026-06-30;;2026-06-30;;Assoco;13;WARRANTY;Warranty;
1915797/2000;P1P1P1;Production Planned;;;C02. Jacquelin, Estelle;2026-06-30;;2026-06-30;;Assoco;13;WARRANTY;Warranty;
1915834/1000;P1P1P1;Engineering;ENGR;;C10. Jacquelin, Estelle;2026-11-16;;2027-01-12;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/2000;P1P1P1;Purchase Confirmed;;;C10. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/3000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/4000;P1P1P1;Purchase Confirmed;;;C10. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/5000;P1P1P1;Production Planned;;;C92. Daligault, Gildas;;;;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/6000;P1P1P1;Production Planned;;;C92. Daligault, Gildas;;;;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/7000;P1P1P1;Production Planned;;;C92. Daligault, Gildas;;;;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/8000;P1P1P1;Production Planned;;;C92. Daligault, Gildas;;;;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/9000;P1P1P1;Production Planned;;;C92. Daligault, Gildas;;;;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/10000;P1P1P1;Production Planned;;;C92. Daligault, Gildas;;;;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/11000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/12000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/13000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/14000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/15000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/16000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/17000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/18000;P1P1P1;Purchase Confirmed;;;C07. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/19000;P1P1P1;Purchase Confirmed;;;C07. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/20000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/21000;P1P1P1;Engineering;ENGR;;C10. Jacquelin, Estelle;2026-11-16;;2027-01-12;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/22000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/23000;P1P1P1;Purchase Confirmed;;;C10. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/24000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/25000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/26000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/27000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/28000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/29000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/30000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/31000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-12-31;;2027-01-08;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/32000;P1P1P1;Available in Stock;;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/33000;P1P1P1;Production Planned;;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/34000;P1P1P1;Production Planned;;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/35000;P1P1P1;Production Planned;;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/36000;P1P1P1;Production Planned;;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/37000;P1P1P1;Engineering;ENGR;;C10. Jacquelin, Estelle;2026-11-16;;2027-01-12;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/38000;P1P1P1;Engineering;ENGR;;C10. Jacquelin, Estelle;2026-11-16;;2027-01-12;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/39000;P1P1ZZ;Engineering;ENGR;;C01. Masse, Mickael;;;;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/40000;P1P1ZZ;Engineering;ENGR;;C01. Masse, Mickael;;;;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/41000;P1P1P1;Engineering;ENGR;;C10. Jacquelin, Estelle;2026-11-16;;2027-01-12;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/42000;P1P1P1;Engineering;ENGR;;C10. Jacquelin, Estelle;2026-11-23;;2027-01-12;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/43000;P1P1P1;Engineering;ENGR;;C10. Jacquelin, Estelle;2026-11-23;;2027-01-12;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/44000;P1P1P1;Engineering;ENGR;;C10. Jacquelin, Estelle;2026-11-23;;2027-01-12;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/45000;P1P1P1;Engineering;ENGR;;C10. Jacquelin, Estelle;2026-11-23;;2027-01-12;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/46000;P1P1P1;Engineering;ENGR;;C10. Jacquelin, Estelle;2026-11-23;;2027-01-12;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/47000;P1P1P1;Engineering;ENGR;;C10. Jacquelin, Estelle;2026-11-23;;2027-01-12;;Public;4;> Q3 2026;Aftermarket;PDRN
1915834/48000;P1P1P1;Purchase Requisition;;;C10. Jacquelin, Estelle;2026-07-17;;2026-07-24;;Public;4;26W33;Aftermarket;PDRN
1915834/49000;P1P1P1;Engineering;ENGR;;C10. Jacquelin, Estelle;2026-08-24;;2026-09-08;;Public;4;ENG;Aftermarket;PDRN
1915834/50000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-09-11;;2026-09-18;;Public;4;OUT Q3 2026;Aftermarket;PDRN
1915848/4000;P1P1P1;Purchase Confirmed;;;C35. Daligault, Gildas;2026-06-18;;2026-07-03;;Public;4;26W27;Aftermarket;
1915866/1000;P1P1RN;Engineering;ENGR;;C02. Jacquelin, Estelle;2026-09-17;;2026-11-05;;Assoco;13;ENG;Aftermarket;SDR WF#68818
1915907/1000;P1P1P1;;;;C35. Daligault, Gildas;;;;;Public;4;TO BE ANALYSED;Aftermarket;
1915907/3000;P1P1P1;;;;C35. Daligault, Gildas;;;;;Public;4;TO BE ANALYSED;Aftermarket;
1915938/1000;RNP1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-09-21;;2026-10-19;;Public;13;> Q3 2026;Commercial;8 Weeks
1915938/2000;RNP1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-09-21;;2026-10-19;;Public;13;> Q3 2026;Commercial;8 Weeks
1915960/1000;P1P1ZZ;Engineering Issue;;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Aftermarket;
1915963/1000;P1P1P1;Purchase Requisition;;;C35. Daligault, Gildas;2026-07-17;;2026-07-27;;Public;4;26W31;Aftermarket;
1915979/1000;P1P1P1;Purchase Confirmed;;;C35. Daligault, Gildas;2026-06-29;;2026-06-29;;Public;4;WARRANTY;Warranty;
1916120/1000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-07-07;;2026-07-21;;Assoco;13;26W31;Commercial;
1916125/1000;P1P1P1;Production Planned;;;C10. Jacquelin, Estelle;2026-07-07;;2026-07-23;;Assoco;13;26W31;Commercial;
1916130/1000;RNP1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-08-17;;2026-09-23;;Public;4;ENG;Commercial;SDR WF#74614
1916156/1000;P1P1P1;Purchase Requisition;;;C35. Daligault, Gildas;2026-08-04;;2026-08-11;;Public;4;26W33;Aftermarket;
1916164/1000;RNP1RN;Engineering;ENGR;;C21. Masse, Mickael;2027-01-04;;2027-01-27;;Public;4;> Q3 2026;Commercial;SDR WF#74677
1916167/1000;RNP1RN;Engineering;ENGR;;C35. Daligault, Gildas;2026-10-13;;2026-11-17;;Public;13;> Q3 2026;Commercial;10 Weeks
1916167/2000;P1P1P1;Charges;;;C35. Daligault, Gildas;;;;;Public;13;> Q3 2026;Commercial;10 Weeks
1916183/1000;P1P1ZZ;Engineering Issue;;;C35. Daligault, Gildas;2026-08-31;;2026-11-20;;Public;4;> Q3 2026;Aftermarket;
1916217/1000;RNP1RN;Engineering;ENGR;;C24. Bazin, Sandrine;2026-10-12;;2026-10-30;;Public;4;> Q3 2026;Commercial;SDR WF#74213
1916267/1000;P1P1RN;Engineering;ENGR;;C03. Bazin, Sandrine;;;;;Assoco;13;> Q3 2026;Aftermarket;40Weeks
1916267/2000;P1P1RN;Engineering;ENGR;;C03. Bazin, Sandrine;;;;;Assoco;13;> Q3 2026;Aftermarket;40Weeks
1916268/1000;RNP1RN;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;ENG;Aftermarket;SDR WF#71672
1916282/1000;RNP1RN;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;4;> Q3 2026;Aftermarket;NUC
1916289/1000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;6;> Q3 2026;Aftermarket;PDRN
1916289/2000;P1P1P1;Engineering;ENGR;;C92. Daligault, Gildas;;;;;Public;6;> Q3 2026;Aftermarket;PDRN
1916289/3000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;6;> Q3 2026;Aftermarket;PDRN
1916289/4000;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;6;> Q3 2026;Aftermarket;PDRN
1916289/5000;P1P1P1;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;6;> Q3 2026;Aftermarket;PDRN
1916289/6000;P1P1P1;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;6;> Q3 2026;Aftermarket;PDRN
1916289/7000;P1P1P1;Charges;ENGR;;C35. Daligault, Gildas;;;;;Public;6;> Q3 2026;Aftermarket;PDRN
1916289/8000;P1P1P1;Charges;ENGR;;C35. Daligault, Gildas;;;;;Public;6;> Q3 2026;Aftermarket;PDRN
